miRNA_ID	isoform_coords	read_count	reads_per_million_miRNA_mapped	cross-mapped	miRNA_region
hsa-let-7c	hg38:chr21:16539884-16539906:+	2	1.096704	N	mature,MIMAT0026472
hsa-let-7d	hg38:chr9:94178840-94178862:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178858:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178861:+	27	14.805505	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178862:+	89	48.803331	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178863:+	437	239.629840	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178864:+	23	12.612097	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178841-94178865:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178842-94178861:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178842-94178863:+	13	7.128576	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178842-94178864:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178843-94178862:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178843-94178863:+	2	1.096704	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178844-94178863:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178845-94178863:+	3	1.645056	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178846-94178863:+	1	0.548352	N	mature,MIMAT0000065
hsa-let-7d	hg38:chr9:94178895-94178913:+	4	2.193408	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178914:+	3	1.645056	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178915:+	61	33.449474	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178916:+	262	143.668234	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178917:+	765	419.489309	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178895-94178918:+	5	2.741760	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178915:+	1	0.548352	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178916:+	3	1.645056	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178896-94178917:+	24	13.160449	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178898-94178917:+	1	0.548352	N	mature,MIMAT0004484
hsa-let-7d	hg38:chr9:94178900-94178917:+	1	0.548352	N	mature,MIMAT0004484
hsa-let-7e	hg38:chr19:51692793-51692811:+	3	1.645056	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692812:+	4	2.193408	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692813:+	67	36.739587	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692814:+	359	196.858382	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692815:+	1345	737.533491	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692816:+	41	22.482434	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692793-51692817:+	6	3.290112	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692794-51692815:+	1	0.548352	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692794-51692817:+	1	0.548352	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692797-51692815:+	1	0.548352	N	mature,MIMAT0000066
hsa-let-7e	hg38:chr19:51692838-51692856:+	2	1.096704	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692858:+	1	0.548352	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692859:+	9	4.935168	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692838-51692860:+	43	23.579138	N	mature,MIMAT0004485
hsa-let-7e	hg38:chr19:51692839-51692860:+	1	0.548352	N	mature,MIMAT0004485
hsa-let-7f-1	hg38:chr9:94176353-94176369:+	3	1.645056	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176370:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176371:+	36	19.740673	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176372:+	10	5.483520	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176373:+	292	160.118795	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176374:+	1148	629.508139	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176375:+	3689	2022.870667	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176376:+	27	14.805505	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176377:+	2	1.096704	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176353-94176378:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176354-94176371:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176354-94176373:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176354-94176374:+	5	2.741760	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176354-94176375:+	11	6.031872	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176356-94176374:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176356-94176375:+	5	2.741760	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176357-94176375:+	2	1.096704	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176379:+	3	1.645056	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176380:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176358-94176381:+	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-1	hg38:chr9:94176409-94176429:+	2	1.096704	N	mature,MIMAT0004486
hsa-let-7f-1	hg38:chr9:94176409-94176430:+	6	3.290112	N	mature,MIMAT0004486
hsa-let-7f-2	hg38:chrX:53557197-53557218:-	1	0.548352	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557198-53557218:-	1	0.548352	N	mature,MIMAT0004487
hsa-let-7f-2	hg38:chrX:53557245-53557267:-	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557245-53557268:-	98	53.738500	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557264:-	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557265:-	2	1.096704	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557266:-	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557267:-	13	7.128576	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557268:-	3581	1963.648647	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557246-53557269:-	3	1.645056	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557267:-	2	1.096704	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557247-53557268:-	1215	666.247726	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557248-53557268:-	292	160.118795	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557248-53557269:-	1	0.548352	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557249-53557268:-	15	8.225281	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557250-53557268:-	23	12.612097	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557252-53557268:-	5	2.741760	N	mature,MIMAT0000067
hsa-let-7f-2	hg38:chrX:53557268-53557287:-	1	0.548352	N	precursor
hsa-let-7f-2	hg38:chrX:53557268-53557288:-	1	0.548352	N	precursor
hsa-let-7f-2	hg38:chrX:53557269-53557291:-	1	0.548352	N	precursor
hsa-let-7g	hg38:chr3:52268278-52268301:-	3	1.645056	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268279-52268301:-	5	2.741760	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268280-52268301:-	171	93.768198	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268280-52268302:-	1	0.548352	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268281-52268301:-	7	3.838464	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268282-52268301:-	1	0.548352	N	mature,MIMAT0004584
hsa-let-7g	hg38:chr3:52268335-52268355:-	2	1.096704	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268335-52268358:-	29	15.902209	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268354:-	2	1.096704	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268355:-	8	4.386816	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268357:-	10	5.483520	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268358:-	1138	624.024619	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268336-52268359:-	17	9.321985	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268354:-	1	0.548352	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268357:-	1	0.548352	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268358:-	153	83.897862	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268337-52268359:-	6	3.290112	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268357:-	1	0.548352	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268358:-	30	16.450561	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268338-52268359:-	8	4.386816	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268339-52268358:-	4	2.193408	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268339-52268359:-	1	0.548352	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268340-52268358:-	4	2.193408	N	mature,MIMAT0000414
hsa-let-7g	hg38:chr3:52268340-52268359:-	1	0.548352	N	mature,MIMAT0000414
hsa-let-7i	hg38:chr12:62603670-62603691:+	1	0.548352	N	precursor
hsa-let-7i	hg38:chr12:62603673-62603691:+	1	0.548352	N	precursor
hsa-let-7i	hg38:chr12:62603691-62603710:+	3	1.645056	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603711:+	9	4.935168	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603712:+	162	88.833030	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603713:+	354	194.116621	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603714:+	309	169.440780	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603691-62603715:+	1	0.548352	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603712:+	1	0.548352	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603713:+	2	1.096704	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603694-62603714:+	1	0.548352	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603695-62603714:+	1	0.548352	N	mature,MIMAT0000415
hsa-let-7i	hg38:chr12:62603747-62603766:+	3	1.645056	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603767:+	40	21.934082	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603768:+	65	35.642882	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603747-62603769:+	82	44.964867	N	mature,MIMAT0004585
hsa-let-7i	hg38:chr12:62603748-62603769:+	1	0.548352	N	mature,MIMAT0004585
hsa-mir-1-1	hg38:chr20:62554351-62554371:+	1	0.548352	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554372:+	1	0.548352	N	mature,MIMAT0000416
hsa-mir-1-1	hg38:chr20:62554351-62554373:+	1	0.548352	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829015-21829037:-	1	0.548352	N	mature,MIMAT0000416
hsa-mir-1-2	hg38:chr18:21829017-21829037:-	1	0.548352	N	mature,MIMAT0000416
hsa-mir-100	hg38:chr11:122152241-122152262:-	1	0.548352	N	mature,MIMAT0004512
hsa-mir-100	hg38:chr11:122152273-122152297:-	4	2.193408	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152274-122152296:-	1	0.548352	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152274-122152297:-	11	6.031872	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152294:-	1	0.548352	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152295:-	4	2.193408	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152296:-	36	19.740673	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152297:-	1371	751.790644	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152275-122152298:-	2	1.096704	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152291:-	1	0.548352	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152293:-	1	0.548352	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152294:-	8	4.386816	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152295:-	16	8.773633	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152296:-	262	143.668234	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152297:-	10697	5865.721746	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152276-122152298:-	2	1.096704	N	mature,MIMAT0000098
hsa-mir-100	hg38:chr11:122152277-122152296:-	4	2.193408	N	mature,MIMAT0000098
